GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Finish Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided,Latitude,Longitude
,1699,Sauk County SLF,WI,Baraboo,Sauk,Public,"Sauk County, WI",741336.0,2005.0,Yes,0.261,,1779-0,Operational,Project #1,2003-06-01,2023-08-06,Electricity,Microturbine,,"(8) 30-kW Capstone microturbines each using 15 cfm of LFG, siloxanes are removed from LFG before use",0.24,0.24,0.173,Alliant Energy,Alliant Energy,,Capstone Turbine Corporation,Yes,0.01214,0.00124,43.5184,-89.878
,1699,Sauk County SLF,WI,Baraboo,Sauk,Public,"Sauk County, WI",741336.0,2005.0,Yes,0.261,,1779-1,Operational,"Project #1, Expansion #1",2004-01-01,2023-08-06,Electricity,Microturbine,,"(4) 30-kW Capstone microturbines each using 15 cfm of LFG, siloxanes are removed from LFG before use",0.12,0.12,0.086,Alliant Energy,Alliant Energy,,Capstone Turbine Corporation,Yes,0.00607,0.00062,43.5184,-89.878
,1699,Sauk County SLF,WI,Baraboo,Sauk,Public,"Sauk County, WI",741336.0,2005.0,Yes,0.261,,1779-2,Operational,"Project #1, Expansion #2",2006-06-12,2023-08-06,Electricity,Microturbine,,"(12) 30-kW Capstone microturbines each using 15 cfm of LFG, siloxanes are removed from LFG before use",0.36,0.36,0.259,Alliant Energy,Alliant Energy,,Capstone Turbine Corporation,Yes,0.01822,0.00187,43.5184,-89.878
1003687.0,1855,Sauk Trail Hills Landfill,MI,Canton,Wayne,Private,"Republic Services, Inc.",25205945.0,2021.0,Yes,4.641,2.681,181068-0,Operational,Project #2,2013-08-20,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"(2) Totara+ LFG upgrading systems (water wash), when fully operational project should supply 6 million diesel GGE per year; pipeline and vehicle fuel for Republic NG fleets",,,1.96,DTE Energy,Clean Energy Renewables,"Archaea Energy, LLC; BP Products North America",Greenlane Biogas,No,0.19217,0.01547,42.2744,-83.4563
1005782.0,116,Savage Canyon LF,CA,Whittier,Los Angeles,Public,"City of Whittier, CA",4034215.0,2021.0,Yes,0.757,0.337,172-0,Operational,Project #1,2006-08-01,2023-08-06,Electricity,Cogeneration,,(1) Jenbacher JGS320 reciprocating engine in 2006 and another one in 2010; LFG is piped ~3 miles to hospital,1.1,2.2,0.42,PIH Health Hospital - Whittier,"J&A Whittier, LLC",,GE Energy - Jenbacher Gas Engines,No,0.05566,0.0057,33.9799,-118.0171
1003281.0,1497,Seabreeze Environmental Landfill,TX,Angleton,Brazoria,Private,Waste Connections Inc. - Central Region,27369030.0,2021.0,Yes,3.481,0.331,1574-0,Operational,Project #1,2018-03-31,2023-08-06,Renewable Natural Gas,Industrial,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas used down the pipeline for industrial use",,,3.15,OCI NV,DTE Biomass Energy,DTE Biomass Energy,,No,0.30885,0.02723,29.090834,-95.36
1009925.0,1250,SECCRA Community Landfill,PA,West Grove,Chester,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",3385673.0,2021.0,Yes,1.05,0.15,1325-0,Operational,Project #1,2007-01-15,2023-08-06,Electricity,Reciprocating Engine,,1 Caterpillar 3516 (870 kW) engine,0.43,0.87,0.3,"PJM Interconnection, LLC","Southeastern Chester County Refuse Authority (SECCRA), PA","Southeastern Chester County Refuse Authority (SECCRA), PA","Caterpillar, Inc.",Yes,0.02176,0.00223,39.86729,-75.84115
1009925.0,1250,SECCRA Community Landfill,PA,West Grove,Chester,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",3385673.0,2021.0,Yes,1.05,0.15,1325-2,Operational,"Project #1, Expansion #2",2010-09-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3520 IC engine,0.8,1.6,0.6,"PJM Interconnection, LLC","Southeastern Chester County Refuse Authority (SECCRA), PA","Southeastern Chester County Refuse Authority (SECCRA), PA","Caterpillar, Inc.",Yes,0.04048,0.00414,39.86729,-75.84115
1007895.0,1505,Security Recycling and Disposal LF,TX,Cleveland,Montgomery,Private,WM,12948733.0,2021.0,Yes,3.171,1.861,1582-0,Operational,Project #1,2003-05-01,2023-08-06,Electricity,Reciprocating Engine,,"(2) Jenbacher 616 engines, 1.667 MW each",2.54,3.33,1.31,Entergy,,Montauk Renewables,GE Energy - Jenbacher Gas Engines,No,0.12853,0.01316,30.3292,-95.2692
1005638.0,448,Seminole Road MSW Landfill,GA,Ellenwood,DeKalb,Public,"DeKalb County Sanitation, GA",15125364.0,2021.0,Yes,2.442,1.65,181023-0,Operational,Project #2a,2013-02-26,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Local Use,Converts LFG to renewable natural gas (RNG) for onsite CNG fueling station for 40 county garbage trucks and also public use,,,0.198,"DeKalb County Sanitation, GA","DeKalb County Sanitation, GA",,ARC Technologies Corporation,Yes,0.01941,0.00156,33.6552,-84.2525
1005638.0,448,Seminole Road MSW Landfill,GA,Ellenwood,DeKalb,Public,"DeKalb County Sanitation, GA",15125364.0,2021.0,Yes,2.442,1.65,200582-0,Operational,Project #2b,2013-02-26,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Converts LFG to renewable natural gas (RNG) for injection into natural gas pipeline,,,0.594,Gas South,"DeKalb County Sanitation, GA",,ARC Technologies Corporation,Yes,0.05824,0.00469,33.6552,-84.2525
1002035.0,1298,Seneca Landfill Inc.,PA,Evans City,Butler,Private,"Seneca Landfill, Inc.",13005048.0,2021.0,Yes,2.922,1.672,180833-1,Operational,"Project #2, De-Expansion #1",2020-01-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"~1.5 mile pipeline to NG transmission line, Air Liquide membrane technology, delivers 970 Btu/scf gas",,,1.4,Peoples Natural Gas,"Keystone Renewable Energy, LLC","Seneca Landfill, Inc.",Air Liquide Biogas,No,0.13727,0.01105,40.8117,-80.0783
1002035.0,1298,Seneca Landfill Inc.,PA,Evans City,Butler,Private,"Seneca Landfill, Inc.",13005048.0,2021.0,Yes,2.922,1.672,201432-0,Operational,Project #4,2018-06-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Local Use,"onsite R-CNG fast-fill station services Vogel fleet vehicles as well as other local waste haulers, transit bus fleets, transport trucks, delivery vans, and other fleet vehicles",,,0.07,"Vogel Holding, Inc.","InsightFuel; Lego-V, LP","Lego-V, LP",Air Liquide Biogas; Cummins Power Generation; InsightFuel,Yes,0.00686,0.00055,40.8117,-80.0783
1002035.0,1298,Seneca Landfill Inc.,PA,Evans City,Butler,Private,"Seneca Landfill, Inc.",13005048.0,2021.0,Yes,2.922,1.672,201432-1,Planned,"Project #4, Expansion #1",2022-12-31,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Local Use,Virtual pipeline to take fuel to maintenance facility about 15 minutes away via truck with tube trailer,,,,,"InsightFuel; Lego-V, LP","Lego-V, LP",Air Liquide Biogas; Cummins Power Generation; InsightFuel,Yes,0.0,0.0,40.8117,-80.0783
1004042.0,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.",50810964.0,2021.0,Yes,15.484,0.894,1053-0,Operational,Project #1 and Expansion #1,1996-03-01,2023-08-06,Electricity,Reciprocating Engine,,"(5) G3516 Caterpillar engines, each rated at 1,200 hp (800 kW)",3.0,4.0,1.73,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1518,0.01554,42.91795,-76.84716
1004042.0,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.",50810964.0,2021.0,Yes,15.484,0.894,1053-1,Operational,"Project #1, Expansion #2",1997-06-01,2023-08-06,Electricity,Reciprocating Engine,,"(2) G3516 Caterpillar engines, each rated at 1,200 hp (800 kW)",1.2,1.6,0.74,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.06072,0.00622,42.91795,-76.84716
1004042.0,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.",50810964.0,2021.0,Yes,15.484,0.894,1053-2,Operational,"Project #1, Expansion #3",1998-06-01,2023-08-06,Electricity,Reciprocating Engine,,"(7) G3516 Caterpillar engines, each rated at 1,200 hp (800 kW)",4.2,5.6,2.39,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.21253,0.02176,42.91795,-76.84716
1004042.0,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.",50810964.0,2021.0,Yes,15.484,0.894,1053-3,Operational,"Project #1, Expansion #4",2007-01-18,2023-08-06,Electricity,Reciprocating Engine,,"(4) Caterpillar 3520 engines, each rated at 2233 hp",4.8,6.4,2.72,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.24289,0.02487,42.91795,-76.84716
1004042.0,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.",50810964.0,2021.0,Yes,15.484,0.894,181144-0,Operational,Project #2,2014-03-03,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"LFG-to-RNG plant; initially 3,000 cfm LFG inlet / 1,425 cfm RNG outlet; design capacity is 6,000 cfm LFG inlet; uses Air Liquide-MEDAL system; end uses of piped gas include electricity generation at NG power plant and by fuel cells, CNG production",,,4.32,BP Products North America; Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC",Air Liquide Biogas,No,0.42356,0.03409,42.91795,-76.84716
1004042.0,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.",50810964.0,2021.0,Yes,15.484,0.894,181144-1,Operational,"Project #2, Expansion #1",2016-12-31,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"LFG-to-RNG plant; design capacity is 6,000 cfm LFG inlet; uses Air Liquide-MEDAL system; end use of RNG is to create vehicle fuel",,,2.69,BP Products North America,"Aria Energy, LLC","Archaea Energy, LLC",Air Liquide Biogas,No,0.26375,0.02123,42.91795,-76.84716
1002493.0,491,Settler's Hill Recycling & Disposal Facility,IL,Batavia,Kane,Public,Kane County Department of Environmental Management,19560637.0,2006.0,Yes,3.105,0.0,556-1,Operational,"Project #1, Expansion #1",1998-01-01,2023-08-06,Electricity,Gas Turbine,,(2) Solar Centaurs,4.44,6.2,3.5,City of Geneva Municipal Utility,Bio Energy Partners,"WM Illinois Renewable Energy, LLC",Solar Turbines Incorporated,No,0.22467,0.023,41.86965,-88.28543
1011499.0,660,Seward County Landfill,KS,Liberal,Seward,Public,"Seward County, KS",2483111.0,2021.0,Shutdown,0.045,,730-0,Operational,Project #1,2007-06-01,2023-08-06,Direct,Boiler,,"Two 25 hp blowers pull LFG from gas vents & leachate cleanouts, uncleaned LFG is piped 1,800 ft to nearest wastewater treatment anaerobic lagoon and injected under floating cover to join lagoon's gas, used as boiler fuel",,,0.1,National Beef,Seward County Landfill,,,Yes,0.0098,0.00086,37.04836,-100.90394
1007686.0,1282,Shade Landfill,PA,Cairnbrook,Somerset,Private,WM,8487347.0,2013.0,Yes,0.824,0.017,180815-2,Operational,"Combination Project, De-Expansion #1",2015-01-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,12-mile pipeline from Shade LF and 2.5-mi pipeline from Southern Alleghenies LF deliver 955 Btu gas; uses membrane technology,,,2.34,Peoples Natural Gas,"Keystone Renewable Energy, LLC; Leaf Clean Energy",Montauk Renewables,Air Liquide Biogas,No,0.11471,0.00923,40.12039,-78.80218
1007088.0,1576,Shoosmith SLF,VA,Chester,Chesterfield,Private,Shoosmith Brothers,27975091.0,2021.0,Yes,6.032,1.39,1653-0,Operational,Project #1,2004-06-25,2023-08-06,Electricity,Reciprocating Engine,,48 diesel engines,1.59,16.0,1.11,"PJM Interconnection, LLC",INGENCO,INGENCO,,No,0.08046,0.00824,37.3512,-77.4956
1007088.0,1576,Shoosmith SLF,VA,Chester,Chesterfield,Private,Shoosmith Brothers,27975091.0,2021.0,Yes,6.032,1.39,1653-1,Operational,"Project #1, Expansion #1",2014-01-01,2023-08-06,Electricity,Reciprocating Engine,,48 diesel engines,2.84,,1.48,"PJM Interconnection, LLC",INGENCO,INGENCO,,No,0.14371,0.01471,37.3512,-77.4956
1007088.0,1576,Shoosmith SLF,VA,Chester,Chesterfield,Private,Shoosmith Brothers,27975091.0,2021.0,Yes,6.032,1.39,1653-2,Operational,"Project #1, Expansion #2",2017-01-01,2023-08-06,Electricity,Reciprocating Engine,,48 diesel engines,2.69,,1.74,"PJM Interconnection, LLC",INGENCO,INGENCO,,No,0.13612,0.01394,37.3512,-77.4956
1007001.0,1247,Short Mountain LF,OR,Eugene,Lane,Public,"Lane County, OR",10354829.0,2021.0,Yes,1.599,0.449,1322-0,Operational,Project #1,1992-03-05,2023-08-06,Electricity,Reciprocating Engine,,LFG is burned in (2) IC engines (CAT 3516s) to generate electricity,1.6,1.6,0.9,Bonneville Power Administration; Emerald People's Utility District (PUD),Emerald People's Utility District (PUD),Emerald People's Utility District (PUD),"Caterpillar, Inc.",Yes,0.08096,0.00829,43.9792,-123.0088
1007001.0,1247,Short Mountain LF,OR,Eugene,Lane,Public,"Lane County, OR",10354829.0,2021.0,Yes,1.599,0.449,1322-1,Operational,"Project #1, Expansion #1",1993-11-01,2023-08-06,Electricity,Reciprocating Engine,,"LFG is burned in (1) IC engine (CAT 3516) to generate electricity, 4th engine also runs sometimes depending on gas availability",0.4,1.6,0.25,Bonneville Power Administration; Emerald People's Utility District (PUD),Emerald People's Utility District (PUD),Emerald People's Utility District (PUD),"Caterpillar, Inc.",Yes,0.02024,0.00207,43.9792,-123.0088
1002656.0,2294,Sioux Falls Regional Sanitary Landfill (SFRSL),SD,Hartford,Minnehaha,Public,"City of Sioux Falls, SD",10180000.0,2008.0,Yes,1.396,0.796,180387-1,Operational,"Project #1, De-Expansion #1",2021-01-01,2023-08-06,Direct,Boiler,,"11-mile pipeline to plant for use in a boiler and grain dryers for producing portion of 105 million gallons of ethanol per year, offsets 10% of NG needs",,,0.6,POET,"City of Sioux Falls, SD; POET","City of Sioux Falls, SD","Unison Solutions, Inc.",Yes,0.05883,0.00519,43.5005,-96.93
1007852.0,1456,Skyline LF,TX,Ferris,Dallas,Private,WM,29552441.0,2021.0,Yes,8.593,2.243,201444-0,Operational,Project #2,2020-02-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"5,000 scfm inlet capacity, product gas capacity is 3,300 MMBtu/day or 1.6 mil DGE/yr; Non-regenerative media H2S removal, membranes for CO2 removal, PSA for N2 removal",,,6.35,Atmos Energy Corporation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC",,Yes,0.6226,0.0501,32.549,-96.68
1004497.0,2195,Smiths Creek Landfill,MI,Smiths Creek,St. Clair,Public,"St. Clair County, MI",9469446.0,2021.0,Yes,1.363,0.078,180274-0,Operational,Project #1,2011-12-08,2023-08-06,Electricity,Reciprocating Engine,,"(2) spark ignition, 1.6-MW Caterpillar G3520C lean burn engines",2.89,3.2,1.29,DTE Energy,DTE Biomass Energy,,"Caterpillar, Inc.",No,0.14624,0.01497,42.91743,-82.59168
1004123.0,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA",16244221.0,2021.0,Yes,2.557,0.947,166999-0,Shutdown,Project #1,1994-03-01,2023-08-06,Electricity,Reciprocating Engine,,(4) CAT 3516 engines installed in 1993,3.2,3.2,1.38,Pacific Gas and Electric Company (PG&E),"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.0,0.0,38.29694,-122.74222
1004123.0,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA",16244221.0,2021.0,Yes,2.557,0.947,166999-4,Operational,"Project #1, De-Expansion #2",2017-01-01,2023-08-06,Electricity,Reciprocating Engine,,(2) lean-burn ICE / generator sets (Caterpillar G3516),2.53,,1.61,Sonoma County Water Agency,"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.12802,0.01311,38.29694,-122.74222
1002323.0,12021,Sooner Landfill,OK,Wewoka,Seminole,Private,GFL Environmental USA Inc.,963238.0,2018.0,Yes,0.504,0.0,181086-0,Operational,Project #1,2011-10-17,2023-08-06,Direct,Direct Thermal,,"1,200-foot pipeline transports LFG to brick facility next door, provides ~9 MMBtu/day and fires 5 burner groups in Kiln A, displaces natural gas",,,0.25,Commercial Brick Corporation,"Wewoka Gas Producers, LLC",,,No,0.02451,0.00216,35.18,-96.546
1007702.0,529,South Barrington Landfill,IL,South Barrington,Cook,Private,"Republic Services, Inc.",1000000.0,,Yes,0.912,,596-0,Operational,Project #1,1997-01-01,2023-08-06,Electricity,Reciprocating Engine,,,1.6,,0.6,Commonwealth Edison Company (ComEd),,Fortistar Methane Group,,No,0.08096,0.00829,42.0816,-88.13
1002466.0,1330,South Shelby Landfill,TN,Memphis,Shelby,Private,"Republic Services, Inc.",34132573.0,2021.0,Yes,7.708,1.418,201007-0,Operational,Project #2,2020-08-18,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"RNG production capacity is 4,000 MMBtu/day, the equivalent of nearly 33,250 GGE/day; plant uses PSA",,,6.29,BP Products North America,"Aria Energy, LLC","Archaea Energy, LLC; BP Products North America",,No,0.61672,0.04963,34.99809,-89.9189
1002683.0,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.",26427904.0,2021.0,Yes,4.39,0.054,167015-0,Operational,Project #2,1999-11-01,2023-08-06,Direct,Boiler,,"(3) modified boilers (1 coal, 2 NG), each rated at 60,000 lb/hr (plant 8)",,,2.4,Rolls-Royce,Granger Energy,,,No,0.23531,0.02074,39.72794,-86.20847
1002683.0,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.",26427904.0,2021.0,Yes,4.39,0.054,167020-0,Operational,Project #1,1989-01-01,2023-08-06,Direct,Greenhouse,,LFG used in (2) boilers for hot water systems at 6.5-acre greenhouse built on site in 1989; each has max heat input capacity of 14.6 MMBtu/hr and uses No. 2 fuel oil as back-up fuel,,,0.3,Crossroads Greenhouse,Granger Energy,,,No,0.02941,0.00259,39.72794,-86.20847
1002683.0,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.",26427904.0,2021.0,Yes,4.39,0.054,180981-0,Operational,Project #6,2009-06-30,2023-08-06,Direct,Boiler,,LFG used in (2) boilers,,,0.72,Vertellus,Granger Energy,,,No,0.07059,0.00622,39.72794,-86.20847
1002683.0,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.",26427904.0,2021.0,Yes,4.39,0.054,201008-0,Operational,Project #7,2020-03-20,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Local Use,"LNG will fuel Class 8 vehicles throughout the Midwest, replacing more than 8 million gallons of diesel per year; iron redox scrubber for H2S removal, membranes for CO2 removal and PSA for nitrogen removal",,,5.76,Kinetrex Energy; United Parcel Service (UPS),EDL Energy,Indy High Btu LLC,"Air Liquide Biogas; Guild Associates, Inc.",No,0.56475,0.04545,39.72794,-86.20847
1004408.0,10620,South Wake LF (New),NC,Apex,Wake,Public,"Wake County, NC",6284042.0,2021.0,Yes,4.551,1.571,180918-0,Operational,Project #1,2013-09-23,2023-08-06,Electricity,Reciprocating Engine,,(18) dual-fuel Detroit Diesel Series 60 engines,3.32,5.4,1.75,Duke Energy Progress,INGENCO,"Archaea Energy, LLC","Loci Controls, Inc.",No,0.168,0.0172,35.675,-78.85
1004408.0,10620,South Wake LF (New),NC,Apex,Wake,Public,"Wake County, NC",6284042.0,2021.0,Yes,4.551,1.571,180918-1,Operational,"Project #1, Expansion #1",2015-11-01,2023-08-06,Electricity,Reciprocating Engine,,Increased LFG flow to existing (18) dual-fuel Detroit Diesel Series 60 engines and added (6) additional engines,1.39,1.8,0.76,Duke Energy Progress,INGENCO,"Archaea Energy, LLC","Loci Controls, Inc.",No,0.07034,0.0072,35.675,-78.85
1004408.0,10620,South Wake LF (New),NC,Apex,Wake,Public,"Wake County, NC",6284042.0,2021.0,Yes,4.551,1.571,180918-2,Operational,"Project #1, Expansion #2",2019-08-01,2023-08-06,Electricity,Reciprocating Engine,,,0.74,1.8,0.47,Duke Energy Progress,INGENCO,"Archaea Energy, LLC","Loci Controls, Inc.",No,0.03745,0.00383,35.675,-78.85
1005254.0,10100,Southbridge Recycling & Disposal Park,MA,Southbridge,Worcester,Public,"Town of Southbridge, MA",5305992.0,2018.0,Yes,2.21,1.41,180834-0,Operational,Project #1,2012-01-03,2023-08-06,Electricity,Reciprocating Engine,,(1) CAT 3520 engine powering flare and maintenance shop initially; SulfaTreat system removes H2S,1.4,1.6,0.8,Nextera Energy,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.","Caterpillar, Inc.",Yes,0.07084,0.00725,42.10691,-72.0324
1004025.0,1992,Southeast Berrien County Landfill,MI,Buchanan,Berrien,Public,Southeast Berrien County Landfill Authority,6770924.0,2021.0,Yes,2.192,0.812,167077-0,Operational,Project #1,2009-06-01,2023-08-06,Electricity,Reciprocating Engine,,(3) Caterpillar 3520s,2.9,4.8,1.38,Holland Board of Public Works,"North American Natural Resources, Inc. (NANR)","North American Natural Resources, Inc. (NANR)","Caterpillar, Inc.",No,0.14674,0.01503,41.81354,-86.32723
1005729.0,2384,Southeast OKC Landfill,OK,Oklahoma City,Oklahoma,Private,"Republic Services, Inc.",19059508.0,2021.0,Yes,4.769,0.999,200978-0,Operational,Project #4,2018-09-24,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Design = 3,000 scfm LFG inlet, pretreated to remove moisture & PM then Air Liquide's Biogaz Membrane system, for ~2 mmscfd RNG at 98% CH4 which is piped ~8 mi to existing NG pipeline; RNG used as fuel for NG vehicle fleets inc. heavy-duty trucks",,,3.77,BP Products North America,"Aria Energy, LLC","Archaea Energy, LLC; BP Products North America; CEFARI RNG OKC, LLC",,No,0.36964,0.02975,35.3972,-97.4592
1007718.0,1284,Southern Alleghenies LF,PA,Davidsville,Somerset,Private,Noble Environmental,9967871.0,2021.0,Yes,1.277,0.227,180815-2,Operational,"Combination Project, De-Expansion #1",2015-01-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,12-mile pipeline from Shade LF and 2.5-mi pipeline from Southern Alleghenies LF deliver 955 Btu gas; uses membrane technology,,,2.34,Peoples Natural Gas,"Keystone Renewable Energy, LLC; Leaf Clean Energy",Montauk Renewables,Air Liquide Biogas,No,0.11471,0.00923,40.2361,-78.9
1002234.0,1225,Southern OK Regional Disposal LF,OK,Ardmore,Carter,Public,"Southern Oklahoma Regional Disposal, Inc., OK",4628349.0,2021.0,Yes,0.497,0.085,1299-0,Operational,Project #1,2018-07-05,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"RNG plant with pipeline connection; CO2 scrubbers, O2 removal, activated carbon",,,0.68,"XTO Energy, Inc.","Lynx Renewable Energy, LLC","Lynx Renewable Energy, LLC",,No,0.06667,0.00537,34.1891,-97.0382
1006071.0,1601,Springfield Road LF,VA,Glen Allen,Henrico,Public,"Henrico County, VA",5750000.0,2009.0,Yes,1.09,,1680-1,Operational,"Project #1, De-Expansion #1",2018-01-01,2023-08-06,Electricity,Reciprocating Engine,,(12) engines enclosed in a steel building,2.1,,1.0,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.10626,0.01088,37.67917,-77.5661
1002906.0,846,Springfield Sanitary Landfill,MO,Willard,Greene,Public,"City of Springfield, MO",8200881.0,2021.0,Yes,1.0,0.08,916-0,Operational,Project #1,2006-05-10,2023-08-06,Electricity,Reciprocating Engine,,"Electric generating station consisting of (2) Caterpillar 3520 IC engine/generator sets, electric interconnection, and 12 miles of transmission lines to City Utilities of Springfield distribution system in the city",2.0,3.2,0.92,"City Utilities of Springfield, MO","Aria Energy, LLC","City of Springfield, MO","Caterpillar, Inc.; Perennial Energy, Inc.",No,0.1012,0.01036,37.385,-93.35
1002906.0,846,Springfield Sanitary Landfill,MO,Willard,Greene,Public,"City of Springfield, MO",8200881.0,2021.0,Yes,1.0,0.08,916-1,Planned,"Project #1, Expansion #1",2022-12-31,2023-08-06,Electricity,Cogeneration,,"4-acre greenhouse to grow food for local residents, food banks, etc.; the engines create ~14 MMBtu/hr of thermal waste heat",,,,,"City of Springfield, MO; City Utilities of Springfield, MO","City of Springfield, MO",,Unknown,0.0,0.0,37.385,-93.35
1007898.0,409,Springhill Regional Landfill,FL,Campbellton,Jackson,Private,WM,16591001.0,2021.0,Yes,3.395,1.535,474-0,Operational,Project #1,2006-03-30,2023-08-06,Electricity,Reciprocating Engine,,"4.5 mile, 12.5 kV distribution line to the generating station, 6 Caterpillar engines",3.37,4.8,1.86,PowerSouth Energy Cooperative,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.17053,0.01746,30.92104,-85.42854
1007742.0,1993,Spruce Ridge Landfill,MN,Glencoe,McLeod,Private,WM,8326861.0,2021.0,Yes,1.385,0.014,167078-0,Operational,Project #1,2008-04-11,2023-08-06,Electricity,Reciprocating Engine,,(3) Caterpillar 3516 engines,2.28,2.4,,Glencoe Municipal Electric Utility,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.11537,0.01181,44.81586,-94.24837
1007742.0,1993,Spruce Ridge Landfill,MN,Glencoe,McLeod,Private,WM,8326861.0,2021.0,Yes,1.385,0.014,167078-1,Operational,"Project #1, Expansion #1",2010-10-31,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine,0.67,0.8,,Glencoe Municipal Electric Utility,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0339,0.00347,44.81586,-94.24837
1014304.0,1597,SPSA Regional LF,VA,Suffolk,Suffolk city,Public,"Southeastern Public Service Authority, VA",17627853.0,2019.0,Yes,1.75,1.174,167139-1,Operational,"Project #3, De-Expansion #1",2017-09-25,2023-08-06,Direct,Boiler,,"Transmission by 2.3-mile pipeline (14 in. HDPE pipe) to 2 retrofitted boilers producing 25,000 lbs steam",,,0.576,Solenis,"Biogas Energy Solutions, LLC","Mas Energy, LLC",,No,0.05648,0.00498,36.759,-76.522
1003983.0,457,SR247 MSW Landfill,GA,Kathleen,Houston,Public,"Houston County Board of Commissioners, GA",3907519.0,2021.0,Yes,1.05,0.039,522-0,Operational,Project #1,2011-01-11,2023-08-06,Electricity,Reciprocating Engine,,"(2) Caterpillar G3520C engines fired completely on LFG, 8,500 hrs/yr",3.0,3.2,1.01,Flint Energies,PowerSecure,,"Caterpillar, Inc.; PowerSecure Inc.",No,0.1518,0.01554,32.399561,-83.55573
